                2016                  -1                  -1                  -1                8175                  13                  81                   2                  -1                 119                 0.0
                2016                   2                   4                   2                  28                  12                  69                   3                  -1                 120                 0.0
                2016                   1                   1                   2                  28                  18                  55                   2                  40                 121             87120.0
                2016                  -1                  -1                  -1                  28                  15                  52                   0                  20                 122             13612.5
                2016                  -1                  -1                  -1                  28                  16                  33                   1                  25                 123                 0.0
                2016                  30                   2                   2                  28                  12                  56                   2                  40                 124             87120.0
                2016                   2                   1                   2                  28                  16                  71                   2                  -1                 125                 0.0
                2016                  10                   4                   3                  28                  15                  21                   0                  -1                 126                 0.0
                2016                  20                   3                   3                  28                  12                  49                   3                  40                 127             72600.0
                2016                  -1                  -1                  -1                  57                  16                  26                   0                  50                 128             59895.0
                2016                  25                   4                   2                  57                  16                  33                   0                  40                 129             49005.0
                2016                  50                   2                   2                  57                  20                  36                   0                  65                 130             49005.0
                2016                  -1                   8                   4                  57                  12                  68                   0                  -1                 131                 0.0
                2016                  20                   2                   3                  57                  16                  27                   2                  40                 132             49005.0
                2016                  -1                  -1                  -1                  24                  14                  60                   1                  -1                 133              3267.0
                2016                  14                   4                   2                  24                  12                  48                   0                  52                 134             39930.0
                2016                  -1                  -1                  -1                  24                  12                  47                   3                  50                 135             32670.0
                2016                   3                   3                   2                  24                  14                  36                   0                  40                 136                 0.0
                2016                  -1                   4                   2                  24                  12                  89                   2                  -1                 137                 0.0
                2016                  -1                  -1                  -1                   7                  12                  64                   2                  -1                 138              1452.0
                2016                  10                   2                   4                   7                  16                  38                   0                  50                 139             49005.0
                2016                  -1                  -1                  -1                   7                  12                  62                   1                  -1                 140                 0.0
                2016                   1                   2                   3                   7                  16                  62                   3                  -1                 141                 0.0
                2016                  -1                  -1                  -1                   7                  14                  65                   5                  -1                 142                 0.0
                2016                   2                   2                   2                   7                  14                  60                   2                  43                 143                 0.0
                2016                  -1                  -1                  -1                   7                  16                  47                   1                  -1                 144                 0.0
                2016                   3                   4                   2                   7                  14                  62                   0                  40                 145             49005.0
                2016                   1                   1                   2                  67                  16                  51                   2                  40                 146            101640.0
                2016                  -1                  -1                  -1                  67                  16                  43                   2                  45                 147        189211.45584
                2016                  10                   1                   2                  67                  14                  47                   2                  60                 148        189211.45584
                2016                   4                   2                   2                  67                  12                  57                   1                  40                 149             49005.0
                2016                  17                   3                   8                  67                  16                  30                   0                  30                 150             27225.0
                2016                  -1                  -1                  -1                  26                  18                  39                   0                  60                 151             32670.0
                2016                  10                   1                   8                  26                  15                  37                   0                  40                 152             23595.0
                2016                  -1                  -1                  -1                  26                  12                  52                   0                  10                 153                 0.0
                2016                  10                   2                   8                  26                  18                  61                   0                  45                 154             13612.5
                2016                  -1                  -1                  -1                  26                  12                  58                   1                  30                 155             39930.0
                2016                  10                   2                   2                  26                  14                  31                   0                  35                 156                 0.0
                2016                  -1                  -1                  -1                  26                  16                  52                   2                  20                 157             17242.5
                2016                   0                   1                   2                  26                  16                  46                   2                  -1                 158                 0.0
                2016                  15                   2                   4                  11                  13                  25                   1                  40                 159             32670.0
                2016                   2                   3                   3                  11                  12                  54                   4                  42                 160             49005.0
                2016                   5                   3                   3                  11                  15                  33                   1                  40                 161             39930.0
                2016                  10                   1                   2                  11                  18                  33                   1                  45                 162                 0.0
                2016                  -1                  -1                  -1                  11                  12                  61                   2                  16                 163              9982.5
                2016                 999                   1                   3                  11                  99                  65                   4                  -1                 164                 0.0
                2016                  -1                   8                   2                  11                  12                  53                   0                  40                 165                 0.0
                2016                  -1                   1                   2                  84                  11                  66                   8                  -1                 166                 0.0
                2016                  -1                  -1                  -1                  84                  12                  41                   2                  -1                 167                 0.0
                2016                  21                   6                   8                  84                  13                  57                   2                  -1                 168              1452.0
                2016                  -1                  -1                  -1                  84                  12                  50                   0                  40                 169             59895.0
                2016                  -1                  -1                  -1                  84                  14                  75                   4                  -1                 170                 0.0
                2016                  84                   2                   3                  84                  11                  22                   3                  60                 171                 0.0
                2016                  -1                  -1                  -1                  84                  14                  27                   0                  60                 172             13612.5
                2016                   0                   2                   7                  84                  12                  20                   1                  20                 173                 0.0
                2016                  -1                  -1                  -1                  84                  20                  55                   0                  40                 174             72600.0
                2016                   0                   2                   2                  84                  14                  49                   1                  -1                 175                 0.0
                2016                  10                   2                   2                  56                  14                  51                   1                  40                 176             49005.0
                2016                  10                   2                   5                  56                  16                  56                   5                  20                 177             59895.0
                2016                  -1                  -1                  -1                  56                  18                  41                   1                  -1                 178                 0.0
                2016                  -1                  -1                  -1                  56                  14                  67                   4                  16                 179             32670.0
                2016                  15                   3                   4                 462                  12                  38                   4                  10                 180              3993.0
                2016                  -1                  -1                  -1                 462                  16                  76                   1                  -1                 181             27225.0
                2016                   1                   4                   2                 462                  14                  66                   1                  -1                 182                 0.0
                2016                  -1                  -1                  -1                 462                  17                  84                   0                  -1                 183                 0.0
                2016                   1                   4                   4                 462                  12                  32                   0                  -1                 184                 0.0
                2016                  -1                  -1                  -1                 462                  16                  46                   2                  40                 185              3267.0
                2016                  50                   0                   4                 462                  13                  25                   0                  -1                 186                 0.0
                2016                  -1                  -1                  -1                 462                  18                  67                   1                  -1                 187                 0.0
                2016                  11                   3                   3                 462                  12                  34                   2                  47                 188             32670.0
                2016                   0                   2                   3                3793                   8                  29                   3                  -1                 189                 0.0
                2016                  -1                   2                   8                3793                   1                  51                   7                  -1                 190                 0.0
                2016                  -1                  -1                  -1                3793                  14                  39                   1                  -1                 191             11797.5
                2016                   0                   2                   4                3793                   9                  39                   2                  40                 192             13612.5
                2016                  -1                  -1                  -1                3793                   2                  51                   3                  15                 193             11797.5
                2016                   3                   2                   3                3793                   8                  40                   3                  40                 194             17242.5
                2016                   5                   3                   3                3793                   9                  32                   4                  40                 195             13612.5
                2016                  50                   1                   3                3793                  14                  38                   1                  40                 196             39930.0
                2016                  -1                  -1                  -1                3793                  13                  79                   0                  -1                 197                 0.0
                2016                  16                   3                   3                3793                  16                  49                   0                  40                 198             72600.0
                2016                   5                   2                   2                3793                  15                  22                   0                  25                 199              2541.0
                2016                  20                   4                   2                3793                  16                  30                   0                  40                 200             72600.0
                2016                   7                   2                   2                3793                  15                  47                   2                  60                 201        189211.45584
                2016                   2                   2                   3                3793                  12                  55                   1                  35                 202             72600.0
                2016                   5                   0                   8                3793                  16                  30                   0                  75                 203             59895.0
                2016                  25                   3                   2                3793                  16                  29                   0                  45                 204             39930.0
